0,-78,-68,-79,-40,-75,-72,-72,-79,-75,-81,-78,-80,0,0,0,0,0,0,0,0,0,0,0,0
1,-78,-68,-79,-46,-75,-71,-72,-79,-75,-81,-78,-80,0,0,0,0,0,0,0,0,0,0,0,0
2,-78,-68,-79,-49,-75,-71,-72,-79,-75,-81,-77,-80,0,0,0,0,0,0,0,0,0,0,0,0
3,-77,-68,-79,-52,-74,-71,-72,-79,-75,-81,-77,-80,0,0,0,0,0,0,0,0,0,0,0,0
4,-77,-67,-79,-53,-74,-71,-72,-79,-75,-81,-77,-80,0,0,0,0,0,0,0,0,0,0,0,0
5,-77,-67,-79,-55,-74,-70,-72,-79,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
6,-77,-67,-79,-56,-74,-70,-72,-79,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
7,-77,-67,-79,-58,-74,-70,-72,-79,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
8,-77,-67,-79,-59,-74,-70,-72,-79,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
9,-77,-66,-79,-60,-73,-70,-72,-79,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
10,-77,-66,-78,-60,-73,-69,-72,-78,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
11,-77,-66,-78,-61,-73,-69,-72,-78,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
12,-76,-66,-78,-62,-73,-69,-72,-78,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
13,-76,-66,-78,-62,-73,-68,-72,-78,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
14,-76,-66,-78,-63,-73,-68,-72,-78,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
15,-76,-66,-78,-64,-72,-68,-72,-78,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
16,-76,-66,-78,-64,-72,-67,-72,-78,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
17,-76,-66,-78,-65,-72,-67,-72,-78,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
18,-76,-66,-78,-65,-72,-67,-72,-78,-75,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
19,-76,-66,-78,-66,-72,-66,-72,-78,-76,-80,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
20,-75,-66,-77,-66,-71,-66,-72,-78,-76,-79,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
21,-75,-66,-77,-66,-71,-66,-72,-77,-76,-79,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
22,-75,-66,-77,-67,-71,-65,-72,-77,-76,-79,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
23,-75,-66,-77,-67,-71,-65,-72,-77,-76,-79,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
24,-75,-66,-77,-67,-70,-65,-72,-77,-76,-79,-77,-79,0,0,0,0,0,0,0,0,0,0,0,0
25,-75,-66,-77,-67,-70,-65,-71,-77,-76,-79,-76,-78,0,0,0,0,0,0,0,0,0,0,0,0
26,-75,-67,-77,-67,-70,-65,-71,-77,-76,-79,-76,-78,0,0,0,0,0,0,0,0,0,0,0,0
27,-75,-67,-77,-68,-70,-65,-71,-77,-75,-79,-76,-78,0,0,0,0,0,0,0,0,0,0,0,0
28,-75,-67,-77,-68,-70,-66,-71,-77,-75,-79,-76,-78,0,0,0,0,0,0,0,0,0,0,0,0
29,-75,-68,-77,-68,-70,-66,-70,-77,-75,-79,-76,-78,0,0,0,0,0,0,0,0,0,0,0,0
30,-75,-68,-77,-68,-71,-66,-70,-77,-75,-79,-76,-78,0,0,0,0,0,0,0,0,0,0,0,0
31,-75,-68,-77,-68,-71,-67,-70,-77,-75,-79,-76,-78,0,0,0,0,0,0,0,0,0,0,0,0
32,-75,-69,-77,-68,-71,-67,-70,-77,-75,-79,-76,-78,0,0,0,0,0,0,0,0,0,0,0,0
33,-75,-69,-77,-68,-71,-67,-69,-77,-75,-79,-75,-78,0,0,0,0,0,0,0,0,0,0,0,0
34,-75,-69,-77,-68,-71,-67,-69,-77,-74,-79,-75,-78,0,0,0,0,0,0,0,0,0,0,0,0
35,-76,-69,-77,-68,-71,-68,-69,-77,-74,-79,-75,-78,0,0,0,0,0,0,0,0,0,0,0,0
36,-76,-70,-77,-68,-71,-68,-69,-76,-74,-78,-75,-77,0,0,0,0,0,0,0,0,0,0,0,0
37,-76,-70,-77,-68,-71,-68,-68,-76,-74,-78,-75,-77,0,0,0,0,0,0,0,0,0,0,0,0
38,-76,-70,-77,-69,-71,-69,-68,-76,-74,-78,-75,-77,0,0,0,0,0,0,0,0,0,0,0,0
39,-76,-70,-77,-69,-71,-69,-68,-76,-74,-78,-75,-77,0,0,0,0,0,0,0,0,0,0,0,0
40,-76,-71,-77,-69,-71,-69,-67,-76,-74,-78,-74,-77,0,0,0,0,0,0,0,0,0,0,0,0
41,-76,-71,-77,-69,-71,-69,-67,-76,-73,-78,-74,-77,0,0,0,0,0,0,0,0,0,0,0,0
42,-76,-71,-77,-69,-71,-70,-67,-76,-73,-78,-74,-77,0,0,0,0,0,0,0,0,0,0,0,0
43,-76,-71,-77,-69,-72,-70,-66,-76,-73,-78,-74,-77,0,0,0,0,0,0,0,0,0,0,0,0
44,-76,-72,-77,-70,-72,-70,-66,-76,-73,-78,-74,-77,0,0,0,0,0,0,0,0,0,0,0,0
45,-76,-72,-77,-70,-72,-70,-65,-76,-73,-78,-74,-77,0,0,0,0,0,0,0,0,0,0,0,0
46,-76,-72,-77,-70,-72,-70,-65,-76,-73,-78,-74,-76,0,0,0,0,0,0,0,0,0,0,0,0
47,-76,-72,-77,-70,-72,-71,-64,-76,-72,-78,-73,-76,0,0,0,0,0,0,0,0,0,0,0,0
48,-76,-72,-77,-70,-72,-71,-64,-76,-72,-78,-73,-76,0,0,0,0,0,0,0,0,0,0,0,0
49,-77,-73,-77,-70,-72,-71,-63,-76,-72,-78,-73,-76,0,0,0,0,0,0,0,0,0,0,0,0
50,-77,-73,-77,-71,-72,-71,-63,-76,-72,-78,-73,-76,0,0,0,0,0,0,0,0,0,0,0,0
51,-77,-73,-78,-71,-72,-72,-62,-76,-72,-78,-73,-76,0,0,0,0,0,0,0,0,0,0,0,0
52,-77,-73,-78,-71,-73,-72,-62,-76,-72,-78,-72,-76,0,0,0,0,0,0,0,0,0,0,0,0
53,-77,-73,-78,-71,-73,-72,-61,-76,-72,-78,-72,-76,0,0,0,0,0,0,0,0,0,0,0,0
54,-77,-74,-78,-71,-73,-72,-60,-76,-71,-78,-72,-76,0,0,0,0,0,0,0,0,0,0,0,0
55,-77,-74,-78,-72,-73,-72,-60,-76,-71,-78,-72,-76,0,0,0,0,0,0,0,0,0,0,0,0
56,-77,-74,-78,-72,-73,-72,-59,-76,-71,-78,-72,-75,0,0,0,0,0,0,0,0,0,0,0,0
57,-77,-74,-78,-72,-73,-73,-58,-76,-71,-78,-72,-75,0,0,0,0,0,0,0,0,0,0,0,0
58,-77,-74,-78,-72,-73,-73,-57,-76,-71,-77,-71,-75,0,0,0,0,0,0,0,0,0,0,0,0
59,-77,-74,-78,-72,-73,-73,-56,-76,-70,-77,-71,-75,0,0,0,0,0,0,0,0,0,0,0,0
60,-77,-74,-78,-72,-74,-73,-56,-76,-70,-77,-71,-75,0,0,0,0,0,0,0,0,0,0,0,0
61,-77,-75,-78,-72,-74,-73,-55,-76,-70,-77,-71,-75,0,0,0,0,0,0,0,0,0,0,0,0
62,-78,-75,-78,-73,-74,-74,-54,-76,-70,-77,-70,-75,0,0,0,0,0,0,0,0,0,0,0,0
